title,author,description,link,platforms,pg,example_download_link
Dead Friend: A Game of Necromancy,Lucian Kahn (@oh_theogony),"""Most Innovative"" nominee for the 2019 IGDN Indie Groundbreaker Awards!",https://necromancy.itch.io/dead-friend-a-game-of-necromancy,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
"Hello, World",umbralAeronaut,Memory & Loss in a crumbling utopia,https://umbralaeronaut.itch.io/hello-world,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Location Withheld,Bryce Bucher,A short horror in which you find yourself in an unfamiliar office...,https://bryce-bucher.itch.io/location-withheld,"Windows, macOS",21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
"I Have Low Stats But My Class Is ""Leader"", So I Recruited Everyone I Know To Fight The Dark Lord",CannibalInteractive,A comedy RPG where you play as 99 characters at once.,https://cannibalinteractive.itch.io/i-have-low-stats-but-my-class-is-leader-so-i-recruited-everyone-i-know,"Windows, macOS",21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Japanese City Game Assets,GuttyKreum,118 static tiles (32x32 in size) + 8 animations for use in your game!,https://guttykreum.itch.io/japanese-town,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Chalice,Monkey's Paw Games,A game of Arthurian knights searching for the Holy Grail.,https://monkeys-paw-games.itch.io/chalice,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
VISIGOTHS vs MALL GOTHS,Lucian Kahn (@oh_theogony),There are a lot of bisexuals.,https://necromancy.itch.io/goths,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
VIRTUA BLINDS,daffodil,"Keep light out, let light in",https://daffodil.itch.io/virtua-blinds,"Windows, Linux, macOS",21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Celestial Hacker Girl Jessica,girl software,"marble girl hacks computers, eats cake",https://girlsoftware.itch.io/jessica,"Windows, macOS",21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Sun Dogs,Royal Polygon,a transhumanist adventure,https://royalpolygon.itch.io/sundogs,"Windows, macOS",21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
HexaCycle,aBigThinkGames,Procedurally generated logic puzzle game,https://abigthinkgames.itch.io/hexacycle,"Windows, Linux, macOS",21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Heaven Nor Hell,KiennaS,A storytelling game about the relationship between two immortals split between heaven and hell,https://kiennas.itch.io/heaven-nor-hell,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Schema - Iteration 7,LeviKornelsen,An engine for tabletop roleplaying.,https://levikornelsen.itch.io/schema,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
ANTological Theory,Adira Slattery,A tabletop game of Arguing Ant Philosophers,https://adira.itch.io/antological-theory,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Catch The Devil,Sage LaTorra,A Tabletop Game Of Fear In The Late Anthropocene,https://sagelt.itch.io/catch-the-devil,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Working For The Corp,Ken Davidson,Descended from the Queen game set in a cyberpunk dystopian future,https://davidson925.itch.io/working-for-the-corp,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Dragonhearts,Fractal Dragon,A GMless TTRPG about the clash of over-sized personalities between shapeshifters who can assume human or dragon form,https://fractal-dragon.itch.io/dragonhearts,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Gentleman Bandit,allison arth,A dark Western poetry RPG for 1+,https://allisonarth.itch.io/gentleman-bandit,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
The Three-Body Problem,RoAnna Sylver,Queer Celestial Witches Navigate Scary Woods And Each Other,https://roannasylver.itch.io/the-three-body-problem,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Goblins in Shadow (EARLY ACCESS),Color Spray Games,"A game of goblin revolutionaries fighting elven oppression in a world of smoke and shadows, Forged in the Dark.",https://luchalibris.itch.io/goblins-in-shadow,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Mnemonic: Lost in the Grey,Dee Pennyway,A single-player map-making game from the world of Mnemonic,https://mnemonicrpg.itch.io/lost-in-the-grey,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
String Tyrant,Starlight Studios,A survival horror where your pursuers are pretty and plastic.,https://starlight-studios.itch.io/stringtyrant,"Windows, Linux, macOS",21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Eye of Ra,Bearcabin,Atmospheric space station simulation,https://bearcabin.itch.io/eye-of-ra,"Windows, Linux, macOS",21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Furries & Scalies & Bears OH MY!: Ultimate Edition,Steg Game Dev,Make some new friends.,https://steg-game-dev.itch.io/furries-scalies-bears-oh-my-complete-edition,"Windows, Linux, macOS",21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
"your body, an altar",theivorytowercrumbles,The world hungers for your compassion.,https://theivorytowercrumbles.itch.io/your-body-an-altar,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Animal Lover,Trainwreck Studios,"Five boys, five animals, more trouble than they're worth.",https://trainwreckstudios.itch.io/animal-lover,"Windows, macOS",22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Low Poly Auto Racing Car Pack - Devils Work.shop,DevilsWork.shop,"Royalty free 3D Game Assets for Commercial, and Non-Commercial Use.",https://devilsworkshop.itch.io/low-poly-auto-racing-car-pack,"Windows, Linux, macOS, Android",22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
STOWAWAY,DirigoGames,Cosmic horror,https://dirigogames.itch.io/stowaway,Windows,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Pass the Buck: A Game of Corporate Responsibility Management,carolmertz,A Print-&-Play satirical card game for 3-5 players,https://carolmertz.itch.io/pass-the-buck,"Windows, Linux, macOS, Android",22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
99¢ Chamber of Death,C.D. Guanzon,"Somewhere in New Jungle, the Big Boss searches for the Power.",https://cdguanzon.itch.io/99-chamber-of-death,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Knowing You,Summer,A Two Player Prompt Based RPG exploring a romantic relationship broken beyond repair.,https://justasummerjob.itch.io/knowing-you,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Oh Maker,KiennaS,A game about being androids discovering your identity and relationship with your creator,https://kiennas.itch.io/oh-maker,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
I EAT MANTRAS FOR BREAKFAST,Maria Mison,SCREAMFEAST,https://mariabumby.itch.io/i-eat-mantras-for-breakfast,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
MAPPING the CATACOMBS ZINE,Sorceress & Witch,A complete single-player Catacomb Crawl!,https://sorceress-witch.itch.io/mapping-the-catacombs-zine,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Corvid Court,Gila RPGs,Birds of a feather kill together.,https://gilarpgs.itch.io/corvid-court,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
H E  I   S    T: Get Rich or Die Trying,Allie Bustion/Mad Pierrot Games,a single session tabletop roleplaying game,https://madpierrot.itch.io/heist,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
#birdsecrets,Kurt Potts,A Murder Investigation RPG.,https://kurtpotts.itch.io/birdsecrets,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Our Lady,Jess Go,A storytelling game where you play children visited by a divine spirit. Written for Folklore Jam,https://go-jg.itch.io/our-lady,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
For the Dungeon!,Jordan Palmer,"Play the minions, not the heroes. An improv comedy RPG about the misfortunes of a career in dungeon security.",https://tabletop.itch.io/for-the-dungeon,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Dialogue: A Writer's Story,Tea-Powered Games,"Follow the conversations of Lucille, a writer, during a year of her life.",https://teapoweredgames.itch.io/dialogue,"Windows, macOS",22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
PIXEL FANTASY RPG ICONS,Caz,"87 different icons for fantasy RPGs, which come in three different sizes: 32x32, 24x24 and 16x16!",https://cazwolf.itch.io/caz-pixel-1,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Dungeons of Loot,Luke Parker,"No Fight, Only Loot!",https://lparkermg.itch.io/dungeons-of-loot,Windows,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Beast Dream,Zargo Games,Befriend monsters and go on a grand adventure,https://zargogames.itch.io/beast-dream,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
you used to be someone,Squinky,A solitary walk at night.,https://squinky.itch.io/yutbs,"Windows, Linux, macOS",22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Succulent Sorcerers!,Diwata ng Manila,"Become magical sentient succulent houseplants, defending your home from evil bugs!",https://diwatamnl.itch.io/succulentsorcerers,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Play With Gilbert,Joure,Gilbert is a very curious cat who loves to go on adventures.,https://joure.itch.io/play-with-gilbert,Windows,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
MicroHorrorArcade Trilogy I - Andy's Story,MicroHorrorArcade,Three goofy horror games about a guy named Andy,https://microhorrorarcade.itch.io/microhorrorarcade-trilogy-i,Windows,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
World Maker,Sohkrates,Single player world making game,https://sohkrates.itch.io/world-maker,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Fusion,RandomTuesday,"A Table Top RPG of feelings, friendship, and space rocks.",https://randomtuesday.itch.io/fusion,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Arch Angel Dating Simulator,Maria Mison,tell the story of how you kiss kiss and fall in love <3,https://mariabumby.itch.io/arch-angel-dating-simulator,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Forever Lost: Episode 1,Glitch Games,Awaken in a mind you don’t know to a world you can’t remember.,https://glitchgames.itch.io/forever-lost-episode-1,"Windows, macOS",22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Pleroma,Aleks Samoylov,Are you pulling my leg or are you genuinely having one of your … departures?,https://thealeks.itch.io/pleroma,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Spring Falls,SparseGameDev,"A peaceful puzzle game about water, erosion, and watching things grow.",https://sparsegamedev.itch.io/spring-falls,"Windows, Linux, macOS",22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Dis Pontibus,Marcos Donnantuoni,"A minimalist, yet deep, procedurally generated puzzle game.",https://marcosd.itch.io/dispontibus,"Windows, Linux, macOS",22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Yokai Hunters Society,Chema (Punkpadour),A rules-light pen & paper RPG  about monster hunters in Meiji Japan.,https://punkpadour.itch.io/yokai-hunter,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Locomancer,Selkcip,Model train simulator for the HTC Vive and Oculus Rift with Touch,https://selkcip.itch.io/locomancer,"Windows, Linux",23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
"Ma'amser, Saan Po Kayo?",Pammu,A trpg about helping passengers get to where they gotta go.,https://thedovetailor.itch.io/maamser-saan-po-kayo,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
FIST,B. EVERETT DUTTON,a paranormal military roleplaying game,https://frogappreciator.itch.io/fist,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
The Goose of Grillner Grove,Jenn Martin,"A tabletop RPG about a goose, and the townsfolk it terrorizes.",https://jennmartin.itch.io/goose-of-grillner-grove,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Steal This Game! Rebels & Renegades,theivorytowercrumbles,"Become a thief, make a crew, change the world.",https://theivorytowercrumbles.itch.io/steal-this-game-rebels-and-renegades,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Sundown,L A Wilga,Cyberpunk goes Wild West in this transhumanist science fantasy frontier.,https://l-a-wilga.itch.io/sundown,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Alone With Your Ghost,babblegumsam,a solo roleplaying game about coming to terms with your past,https://babblegumsam.itch.io/alone-with-your-ghost,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Stellaxy,Spacemyname,Procedurally Generated Space Exploration RPG,https://spacemyname.itch.io/stellaxy,Windows,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Humble Fonts - Gold,somepx,a collection of pixel fonts,https://somepx.itch.io/humble-fonts-gold,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Danger Crew,Team Danger Crew,Retro-style RPG about being a programmer,https://dangercrewgame.itch.io/dangercrew,"Windows, Linux, macOS",23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Over the Moon,Speak the Sky,a 2-player digital dating-horror game about people who love the moon a little too much,https://speak-the-sky.itch.io/over-the-moon,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Stage Fright,Brian Kang,Rhythm horror game exploring anxiety on stage,https://broangames.itch.io/stage-fright,"Windows, macOS",23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Into the Flames,Adam Dixon,"A storygame about haunted journeys, designed to be played in front of a fire.",https://adtidi.itch.io/into-the-flames,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Touhou Fan Game Jam Black Lives Matter Collection,CopperChihuahua,A collection of Touhou Fan Game Jam games donated to itch's Bundle for Racial Justice and Equality,https://copperchihuahua.itch.io/touhou-jam-blm,"Windows, Linux, macOS, Android",23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Grindhouse Games Volume I,Black Eyed Priest Games,A collection of 3 short and frantic games!,https://leggomygiallo.itch.io/grindhouse-games-volume-i,Windows,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
This Is My Final Recording,Havocfett,"Found audio, office politics, and getting killed by terrible monsters.",https://havocfett.itch.io/this-is-my-final-recording,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Savior,Kate Bullock,a solitary journey for one savior,https://bluestockings.itch.io/savior,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Panmorphia,lkmad,Discover the beautiful world of Panmorphia. A point & click adventure by LKMAD.,https://lkmad.itch.io/panmorphia,"Windows, Linux, macOS",23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Better to Upload Two Souls,Tokaint,"Youtuber themed, 2.5D horror game about clones & content farming",https://tokaint.itch.io/better-to-upload-2,Windows,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
CORPSE REVIVER,prophet goddess,a nightmare psychedelic trash pixel vertical scrolling shooter,https://prophetgoddess.itch.io/corpse-reviver,Windows,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
The Synth Convergence,LunarShadow Designs,Missions from The Sprawl,https://lunarshadow.itch.io/synth-convergence,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
The Steadfast and the Rebellious,W.H. Arthur,A storytelling RPG where you generate a city and its freedom fighters with a deck of cards,https://aryl-ether.itch.io/the-steadfast-and-the-rebellious,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
EGO,Sandy Pug Games,A game about learning to love yourself,https://sandypuggames.itch.io/ego,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Purplest Prose,Pammu,A Trashy Game About Trashy Writers Writing Trashy Romance,https://thedovetailor.itch.io/purplest-prose,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Tiny God: A Tiny Game of Two-Minute Mindfulness,zwgarth,"A mini solo-LARP about talking through your anxieties, frustrations, and joys with a tiny god who's always by your side.",https://zwgarth.itch.io/tiny-god,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Books & Bone,Victoria Corva,A Librarians-and-Necromancy Fantasy Novel,https://vicorva.itch.io/books-bone-victoria-corva,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
The Way You Make Me Feel,Allie Bustion/Mad Pierrot Games,"A GM-less tabletop game about relationships, sexuality, and their perceptions",https://madpierrot.itch.io/the-way-you-make-me-feel,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
They Won't Go When I Go,Swords and Flowers,A GM-less TTRPG about remembering the dead.,https://swords-and-flowers.itch.io/they-wont-go-when-i-go,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Freelancers,Swords and Flowers,Kill your Boss. Seize power.,https://swords-and-flowers.itch.io/freelancers,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
SC: Monster Pack 1 - DELUXE EDITION,JosephSeraph,"40+ monsters, 5+ variants each, over 1000 individual files! Featuring itch.exclusive bonus: PSDs for every monster!",https://josephseraph.itch.io/sc-monster-pack-1,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Scary Monsters & Nice Sprites,Pammu,A game of love and intimacy for monsters in a dive at night,https://thedovetailor.itch.io/scary-monsters-nice-sprites,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Explobers,John D. Moore/Whatnot Studios,Lemmings-inspired blast-and-build puzzle platforming!,https://jdmgames.itch.io/explobers,Windows,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Come Home,KiennaS,A three player GMless diceless storytelling TTRPG about finding home,https://kiennas.itch.io/come-home,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
My Welcomed Guest,Dawn Bear Games,A solo table top role playing game about being trapped in Faerie and trying to bargain your way home.,https://dawnbeargames.itch.io/my-welcomed-guest,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Savage Blood,babblegumsam,a fantasy game of revenge and colonial ultraviolence,https://babblegumsam.itch.io/savage-blood,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Retrace,Spider Lily Studios,Overcome death. Save your friends. Solve the mystery.,https://spiderlilystudios.itch.io/retrace,Windows,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
BAD MOON,Adira Slattery,A game to play with the Moon that has wronged you,https://adira.itch.io/bad-moon,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Your Magic Circle,KiennaS,A zine format game(?) about play,https://kiennas.itch.io/your-magic-circle,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Cage of Sand,luciellaes,A time loop horror TTRPG for 1-4 players,https://luciellaes.itch.io/cage-of-sand,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Fair Winds and Following Seas,Aven Elia McConnaughey,"A short, meditative game about the exploring the senses while sailing the sea.",https://transistence.itch.io/fair-winds-and-following-seas,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Void Wisp,D. W. O'Boyle,Ambient Arcade Runner,https://dwoboyle.itch.io/void-wisp,Windows,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
FONT,Narrative Dynamics,An RPG of hope and loss,https://narrativedynamics.itch.io/font,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Destined,Sandy Pug Games,A 5 page luxury TTRPG experience,https://sandypuggames.itch.io/destined,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Possession,Weirdfellows,A turn-based traditional roguelike where you play as a ghost who can possess other creatures in the dungeon.,https://weirdfellows.itch.io/possession,"Windows, Linux, macOS",24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Drake,Gawain (DarkGriffin),"A small action platform game starring Drake, our fire breathing pixel hero.  Full game with all levels included!",https://darkgriffin.itch.io/drake,"Windows, Linux, macOS",24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Elephant Hunter Hunter,balmut,Stop hunters hunting elephants!,https://balmut.itch.io/elephant-hunter-hunter,Windows,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Snapshot Shaders Pro (Unity),Daniel Ilett,A collection of 23 image effects for Unity HDRP and URP,https://danielilett.itch.io/snapshot-shaders-pro-hdrp,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Towayami,Andrea Pignataro,永久闇,https://approductions.itch.io/towayami,Windows,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Equaboreal 12.21,Phoebe Shalloway,A speculative narrative game set at the winter solstice.,https://girldebord.itch.io/1221,"Windows, Linux, macOS",24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Word After Word,Jonah Warren,A fast-paced local multiplayer word game that rewards players for thinking naturally about common word usage.,https://playfulsystems.itch.io/word-after-word,"Windows, macOS",24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
52 Fates,Dice Pencil & Paper,"A dangerous, unique fantasy RPG that uses a regular 52-card deck for its mechanics!",https://dicepencilpaper.itch.io/52-fates,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
SOLACEBOUND,Sascha Moros,Young Monsters lost in a Human City,https://sylph-of-whispers.itch.io/solacebound,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
"When You Meet Your Doppelganger on the Road, You Must Make Out With Them",Goat Song Publishing,a game of intimate horror,https://goat-song-publishing.itch.io/doppelganger,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Pichon!,Noid.EXE,Help Pichón bounce from platform to platform to get the gems and escape from the caves,https://crimsonghostgames.itch.io/pichonfull,"Windows, Linux",24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
The Queen Returns,James Chip,A solo rpg about the fate of a country in the Queens absence .,https://jameschip.itch.io/the-queen-returns,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Tome of Rites and Rituals - Volume 1,Fenreliania,A roleplaying aid filled with fictional spells for every need.,https://fenreliania.itch.io/rites-and-rituals-1,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Of Bodies,Sascha Moros,Excited robots discovering their relationship to themselves and the post-Anthropocene,https://sylph-of-whispers.itch.io/of-bodies,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Essential Pool Billiards Table Asset Pack - VR/AR,DevilsWork.shop,"Royalty free 3D Assets for Virtual Reality (VR/AR) Games. For Commercial, and Non-Commercial Use.",https://devilsworkshop.itch.io/essential-pool-billiards-table-asset-pack,"Windows, Linux, macOS, Android",24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
