title,author,description,link,platforms,pg,example_download_link
Astæria,prophet goddess,first-person poetry visualizer,https://prophetgoddess.itch.io/astaeria,"Windows, Linux, macOS",8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
Multi Platformer Tileset,Shackhal,Various 2D side-scrolling environments on pixel art for your projects!,https://shackhal.itch.io/multi-platformer-tileset,,8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
Quadrilateral Cowboy,Blendo Games,Twentieth-century Cyberpunk,https://blendogames.itch.io/quadrilateralcowboy/download/JaVj1tzyeMEOyH0RNAhX5cITqyWxCvd614ryqzoZ,"Windows, Linux, macOS",8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
The Rainsdowne Players,Steve O'Gorman,A creativity-driven RPG about a rundown theatre and pleasing its unruly clientele.,https://rainsdowne.itch.io/the-rainsdowne-players,"Windows, macOS",8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
Thing-in-Itself,Party for Introverts,“Thing-in-Itself” is an interactive short story about the struggles of understanding another human being.,https://pintroverts.itch.io/thing-in-itself,"Windows, macOS",8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
Bleed,BootdiskRevolution,"Air-dodge, slow-time and blast baddies in this twin-skick action-platformer!",https://bootdiskrevolution.itch.io/bleed,"Windows, Linux, macOS",8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
Flufftopia,SmokeSomeFrogs,Clicker Game with Story,https://smokesomefrogs.itch.io/flufftopia,"Windows, Linux",8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
Dogs Throwing Swords II: Three Barks To The Wind,Rook,A sidescrolling bark-em-up where you create and guide a team of very good dogs to save their home!,https://agentv.itch.io/dogsthrowingswords2,"Windows, macOS",8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
Fronds of Benevolence,Melsonian Arts Council,Duke DeCorticus is dying!,https://melsonian-arts-council.itch.io/fronds-of-benevolence,,8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
Heavy Bullets,Devolver Digital,Heavy Bullets is a randomized FPS dungeon crawler with limited but reusable ammunition.,https://devolverdigital.itch.io/heavybullets,"Windows, Linux, macOS",8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
Interstellaria,coldrice,"Manage a fleet across a dangerous galaxy! Battle in space, and on planets.",https://coldrice.itch.io/interstellaria,"Windows, Linux, macOS",8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
The King's Bird,Graffiti_Games,,https://graffiti-games.itch.io/the-kings-bird,Windows,8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
Thrunt,Mugs Games,A super-tricky time-attack thrust-em-up,https://mugsgames.itch.io/thrunt,"Windows, macOS",8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
Far From Home,ehronlime,A game about immigrants and outsiders,https://ehronlime.itch.io/far-from-home,,8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
6 Bites for 6 Princes,Role Over Play Dead,Werewolf brothers locked in a prison of darkness and obsession.,https://roleoverplaydead.itch.io/6-bites-for-6-princes,,8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
Three Red Hearts - Prepare to Dev Edition,Tallbeard Studios,24 seamless Chiptune loops to be used in all genres of games,https://tallbeard.itch.io/three-red-hearts-prepare-to-dev,"Windows, Linux, macOS, Android",8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
Qavo,Masen Sodki,Solve your way through twenty lethal sliding block puzzles,https://masensodki.itch.io/qavo,Windows,8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
BRKÖUT,Fisher,Discover a terrible secret hidden inside your computer.,https://smugames.itch.io/brkout,Windows,8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
MIDNIGHT ULTRA,Forward Instinct,"Blast your way through a neon-dripped, pixelated nightmare in this high-speed, high-thrills FPS set in the Southwest.",https://forwardinstinct.itch.io/midnight-ultra,"Windows, Linux, macOS",9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
Parallax,Toasty Games,The Interdimensional Puzzle Platformer,https://toastygames.itch.io/parallax,"Windows, Linux, macOS",9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
Brave Hero Yuusha EX,torch60,Let's put the story back together... again!,https://torch60.itch.io/brave-hero-yuusha-ex,Windows,9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
Unfair Jousting Fair,Rodaja,"like jousting, but on unicycles",https://rodaja.itch.io/unfair-jousting-fair,Windows,9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
CTHULHU DEEP GREEN,Dissonance,Conspiracy Horror inspired by the Cthulhu Mythos. 3-6 players.,https://moth-lands.itch.io/cthulhu-deep-green,,9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
Location Withheld Demake,Bryce Bucher,A PSX -styled demake of Location Withheld.,https://bryce-bucher.itch.io/location-withheld-demake,Windows,9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
Outpost Horizon Station,oldmanofthefire,Bullet-hell platformer on a rotating 360° platform,https://oldmanofthefire.itch.io/outpost-horizon-station,"Windows, macOS",9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
"Hello, World",umbralAeronaut,Memory & Loss in a crumbling utopia,https://umbralaeronaut.itch.io/hello-world,,9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
It's Dangerous To Go Alone — Take This,Margaret Catter,A spur of the moment RP game where you play an adventure using only the content of the GM's bag.,https://margaretcatter.itch.io/its-dangerous-to-go-alone-take-this,,9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
Astrologaster,Nyamyam,A comedy written in the stars,https://nyamyam.itch.io/astrologaster,"Windows, macOS",9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
A Lullaby of Colors (now available for Oculus Quest too),andyman404,A blissful psychedelic relaxation experience,https://andyman404.itch.io/lullaby-of-colors,"Windows, macOS, Android",9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
Graveyard Shift,Ahmet Kamil Keleş,Spooky & cute FPS!,https://aslangames.itch.io/graveyard-shift,"Windows, macOS",9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
Feud,Bearwaves,Turn-based abstract strategy game.,https://bearwaves.itch.io/feud,"Windows, Linux, macOS, Android",9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
Deck Defenders [Demo Available!],Natural Power Games,Card Based Tower Defense,https://naturalpowergames.itch.io/deck-defenders,Windows,9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
Tricksters,Kurt Potts,"A ttrpg of tricksters, lessons & desires.",https://kurtpotts.itch.io/tricksters,,9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
The Steadfast and the Rebellious,W.H. Arthur,A storytelling RPG where you generate a city and its freedom fighters with a deck of cards,https://aryl-ether.itch.io/the-steadfast-and-the-rebellious,,9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
Visual Out,madameberry,Broken.  Abandoned.  Replaced.,https://madameberry.itch.io/visual-out,"Windows, Linux, macOS",9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
Mobility! Accessible precision platformer,Auroriax (Tom H.),"Jump, spin and flip to fix broken spaceships!",https://auroriax.itch.io/mobility,"Windows, Linux",9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
Black Heart,boyproblems,A Carly Rae Jepsen-themed cultist TTRPG one-shot.,https://boyproblems.itch.io/black-heart,,9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
Pixel Art Medieval Fantasy Characters Pack,CleanCutGames,Pack of high-quality fantasy pixel art characters.,https://cleancutgames.itch.io/pixelart-fantasy-characters,,9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
Test Tube Titans,Ghost Time Games,Create and Destroy,https://ghosttime.itch.io/test-tube-titans,"Windows, Linux, macOS",9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
#hasicontent,Lu_Bu,Take fotos of the bunnys in your garden,https://lu-bu.itch.io/hasicontent,"Windows, Linux, macOS",9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
HATCH,Rubeki,Climb your way to the top of a strange tower in a strange land,https://rubeki.itch.io/hatch,"Windows, Linux, macOS",9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
MORFOSI｜莫法西,UniDot Studio,A Metamorphosis Stealth Psychological Horror Game,https://unidot-studio.itch.io/morfosigame,,9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
What Is Here?,Yubi,‘What is Here?’ is a game about building a myth around a being through a community’s eyes.,https://yubikun.itch.io/what-is-here,,9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
Super Win the Game,J. Kyle Pittman,A retro-core explosion of exploration and platforming action!!,https://piratehearts.itch.io/super-win-the-game,"Windows, Linux, macOS",9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
This World Unknown,ebi-hime,"Long fantasy otome VN about dating cute guys, plus monster girls.",https://ebihime.itch.io/this-world-unknown,"Windows, Linux, macOS",9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
Picking Up the Pieces,Summer,"A 2-player game about exploring a broken relationship and deciding, after all is said and done, if you want to fix it.",https://justasummerjob.itch.io/picking-up-the-pieces,,9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
MAPPING the CATACOMBS ZINE,Sorceress & Witch,A complete single-player Catacomb Crawl!,https://sorceress-witch.itch.io/mapping-the-catacombs-zine,,9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
Brassica - A Marry Tale,Boys Laugh +,A fairy tale about political marriages and gay alternatives,https://boyslaughplus.itch.io/brassica-a-marry-tale,"Windows, Linux, macOS",9,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=9
HPS Cartography Kit,Highland Paranormal Society,Hex tiles for custom cartography!,https://natetreme.itch.io/cartographykit,,10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
Dungeon Tileset - Top Down RPG,Raou,A pixel art dungeon tileset.,https://raou.itch.io/dungeon-tileset-top-down-rpg,,10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
Knights of the Card Table,Ponywolf,Master over 100 dungeons and 3 worlds in this dungeon crawler card game.,https://ponywolf.itch.io/kotct,"Windows, macOS",10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
Roguescape,MSSNG,"A rogue-like, dungeon-crawler",https://mssng.itch.io/roguescape,"Windows, Linux, macOS",10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
Bunny Hill Horror,Krunchy Fried Games,A Bizarro Horror Visual Novel Adventure,https://krunchyfriedgames.itch.io/bunny-hill-horror,Windows,10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
Headspun: Dazed Edition,SUPERSTRING,An FMV/Adventure hybrid set in the human brain,https://svperstring.itch.io/headspun-dazed-edition,Windows,10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
The Bonds That Tie Us,Drazillion,A GMless TTRPG about relationships,https://drazillion.itch.io/the-bonds-that-tie-us,,10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
Joggernauts,Space Mace,Deviously cooperative runner/puzzle platformer for 1-4 players.,https://spacemace.itch.io/joggernauts,"Windows, macOS",10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
PALACE OF WOE,owch,sort your self out,https://owch.itch.io/palace-of-woe,Windows,10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
ring ring,h i l o q o,You found a strange phone on the beach. Who will you call?,https://hiloqo.itch.io/ring-ring,"Windows, macOS",10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
HellStar Squadron,Cosmic Crystal Games,Embark on an adventure through space with the ferocious HELLSTAR SQUADRON.,https://cosmiccrystal.itch.io/hellstar-squadron,,10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
Pin Puck,PatDavisGames,Multiplayer ice hockey inspired mayhem,https://patdavisgames.itch.io/pin-puck,"Windows, Linux, macOS",10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
SYSCRUSHER,DirigoGames,"Sci-fi first person shooter.  The system is corrupt, a human touch is needed",https://dirigogames.itch.io/syscrusher,Windows,10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
NOISE1,ChevyRay,A posthuman stealth/horror terminal-operated unicode space opera.,https://chevyray.itch.io/noise1,"Windows, macOS",10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
Saviors of Hogtown,Dissonance,A Dungeon World adventure supplement for 3-6 players.,https://moth-lands.itch.io/saviors-of-hogtown,,10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
Anomaly,Sniperserpent,A Game About A Supernatural Investigation,https://sniperserpent.itch.io/anomaly,,10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
Thou Shalt Be Brave,Anil Demir,Mini-RPG in 64x64,https://nettleflap.itch.io/thou-shalt-be-brave,"Windows, Linux, macOS",10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
Hyperspace Dogfights,sleeper_games,"Jet Combat Roguelite, Occasionally With Swords",https://sleeper-games.itch.io/hyperspace-dogfights,"Windows, Linux",10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
Pixel Plebes Digital Card Deck,Greebles,Artistic themed Poker deck for your games.,https://greebles.itch.io/pixel-plebes,,10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
StarFighter R&D HD Edition,Gord Games,Research - Design - Test,https://gordgames.itch.io/starfighter,"Windows, Linux, macOS",10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
Glittermitten Grove,Twinbeard,Grow plants and build treehouses in this magical land of faerie delights!,https://twinbeard.itch.io/glittermitten-grove,"Windows, Linux, macOS",10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
Crystal Control II,Virtually Competent,Crystal Control II is the expanded sequel to our original competitive bullet hell shoot 'em up for two players!,https://virtually-competent.itch.io/crystal-control-ii,"Windows, macOS",10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
Village Monsters,Josh Bossie,Escape to a carefree and colorful village where the monsters are your friends.,https://josh-bossie.itch.io/village-monsters,"Windows, Linux, macOS",10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
The Valley of Super Flowers,AMAXANG GAMES,The Valley of Super Flowers is a 2D Platform Action game in which the valley is captured by an Evil Satanis ruler.,https://amaxang-games.itch.io/the-valley-of-super-flowers,"Windows, Linux",10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
Guppy,Christiaan Moleman,2D watercolor fish simulation,https://ninjadodo.itch.io/guppy,"Windows, Linux, macOS, Android",10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
Blast Rush,Bipedal Dog,The infinite-bomb shoot-em-up,https://bipedaldog.itch.io/bak,Android,10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
"I Have Low Stats But My Class Is ""Leader"", So I Recruited Everyone I Know To Fight The Dark Lord",CannibalInteractive,A comedy RPG where you play as 99 characters at once.,https://cannibalinteractive.itch.io/i-have-low-stats-but-my-class-is-leader-so-i-recruited-everyone-i-know,"Windows, macOS",10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
8bit Overworld Tileset,itchabop,A retro flavoured topdown tileset with focus on ease of use.,https://itchabop.itch.io/8bit-overworld-adventure,,10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
cityglitch,mindfungus,Solve turn-based puzzles on haunted city rooftops.,https://mindfungus.itch.io/cityglitch,"Windows, Linux, macOS",10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
Sprite Pack - Fantasy Female Mage,Red-Baby,"Lana, the sassy sorceress",https://red-baby.itch.io/sprite-pack-fantasy-female-mage,,10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
Skeletris,Ghast,A casual roguelike with Tetris vibes,https://ghastly.itch.io/skeletris,"Windows, Linux, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Yi and the Thousand Moons,David Su,"A short video game musical consisting of several original interactive songs, featuring a full cast and live band.",https://usdivad.itch.io/yi-and-the-thousand-moons,"Windows, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Lingotopia,Tristan Dahl,Explore a city and learn a real language,https://tristan-dahl.itch.io/lingotopia,"Windows, Linux, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Nepenthe,Yitz,You wake up with no memory. Your day is starting off great!,https://yitzilitt.itch.io/nepenthe,"Windows, Linux, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Paranautical Activity,CodeAvarice,The impossibly fast FPS rogue-like.,https://codeavarice.itch.io/paranautical-activity,"Windows, Linux, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
"Okay, Hero",Bullet Points,A series of essays on the Metal Gear Solid games,https://bulletpoints.itch.io/okayhero,,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Gutwhale,Stuffed Wombat,Fight your way through a whales digestive system!,https://stuffedwombat.itch.io/gutwhale,"Windows, Linux, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
BoomTown,Kichex,Use well planed bombs to explode the city,https://kichex.itch.io/boomtown,"Windows, Linux, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
All You Can Eat,gamechuck,An interactive comic about a man who spends his entire life in a 24/7 diner,https://gamechuck.itch.io/allyoucaneat,Windows,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Double Cross,Graffiti_Games,"Explore alternate dimensions, fight interdimensional criminals, and solve crimes in this thrilling action platformer!",https://graffiti-games.itch.io/double-cross,Windows,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Low Poly 3D City Builder,DevilsWork.shop,Royalty free 3D Assets Games for Commercial and Non-Commercial Use.,https://devilsworkshop.itch.io/low-poly-3d-city-builder-devilsworkshop,,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
10 in 1 game-a-week bundle!,Andrew Karalis,A bunch of games! With varying levels of good-ness!,https://andrewkaralis.itch.io/10-in-1-game-a-week-bundle,"Windows, Linux, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
One Page Dungeons,FishInThePot,Small Dungeons. Big Stories.,https://fishinthepot.itch.io/onepagedungeons,,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
"Oh Jeez, Oh No, My Rabbits Are Gone!!!",Studio Nevermore,A puzzle game about cute girls rescuing a hundred cute rabbits!,https://studionevermore.itch.io/oh-jeez-oh-no-my-rabbits-are-gone,"Windows, Linux",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Spectres of the Cold,Daniel Savage,Here I felt my flesh become the food of my fears.,https://danbolt.itch.io/spectres-of-the-cold,"Windows, Linux, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Sonar Smash,Pixel Pajama Studios,"A super cute, fast paced shoot 'em up featuring a lovable dolphin.",https://pixelpajamastudios.itch.io/sonarsmash,"Windows, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Quench,Axon Interactive,Change the environment to guide herds of animals and restore their home in this colourful narrative puzzle game.,https://axoninteractive.itch.io/quench,Windows,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
User Is Typing // Message Sent,Nevyn Holmes,A game of instant messaging and anxiety,https://forktwenty.itch.io/user-is-typing,,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
H E  I   S    T: Get Rich or Die Trying,Allie Bustion/Mad Pierrot Games,a single session tabletop roleplaying game,https://madpierrot.itch.io/heist,,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
QLRZ [Windows/Android/Linux],QLRZ studio,mixing & matching colors action/puzzle videogame,https://qlrz.itch.io/qlrz,"Windows, Linux",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
"Ma'amser, Saan Po Kayo?",Pammu,A trpg about helping passengers get to where they gotta go.,https://thedovetailor.itch.io/maamser-saan-po-kayo,,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Lil' Dragon - Pixel Art Tileset,Raou,Top Down tileset inspired by old RPGs,https://raou.itch.io/topdown-rpg-pixel-art-tileset,,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Veiled,Regularly Scheduled Programming,Complete the ritual on your path to redemption.,https://rspgames.itch.io/veiled,Windows,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Once Upon A Crime in the West,National Insecurities,"Somewhere in the Old West, there lies a cabin full of corpses...",https://nationalinsecurities.itch.io/once-upon-a-crime-in-the-west,Windows,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
FutureGrind,Milkbag Games,Nail the perfect line in the future's most challenging stunt sport!,https://milkbaggames.itch.io/futuregrind,Windows,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Swung,Extra Nice,Be the SWORD!,https://extra-nice.itch.io/swung,Windows,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Realm of the Ghost King,Mantis-Eye Labs,A quick-play roguelike,https://mantiseyelabs.itch.io/rotgk,"Windows, Linux, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Tiny Dangerous Dungeons,Adventure Islands,A Game Boy inspired mini-metroidvania!,https://adventureislands.itch.io/tiny-dangerous-dungeons,"Windows, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
VISIGOTHS vs MALL GOTHS,Lucian Kahn (@oh_theogony),There are a lot of bisexuals.,https://necromancy.itch.io/goths,,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Peck N Run,Spilt Milk Studios,Feed the chicks! A fast-paced arcade action game about pecking... and running.,https://spiltmilkstudios.itch.io/peck-n-run,Windows,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Heaven Nor Hell,KiennaS,A storytelling game about the relationship between two immortals split between heaven and hell,https://kiennas.itch.io/heaven-nor-hell,,12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Ghost Story,okboy,Prologue (Demo),https://okboy.itch.io/ghost-story,"Windows, Linux",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Mutiny Island,Elushis,"Mutiny Island is an open-world style pirate game. Reclaim your ship, The Red Dawn, by any means!",https://elushis.itch.io/mutiny-island,Windows,12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
