title,author,description,link,platforms,pg,example_download_link
Epic Battle Fantasy 4,"Matt ""Kupo"" Roszak","A light-hearted turn-based JRPG, inspired by classics. Battle through waves of enemies and save the world!",https://kupo-games.itch.io/epic-battle-fantasy-4,Windows,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
PICO-8,lexaloffle,"A fantasy console for making, playing and sharing cute 32k cartridges.",https://lexaloffle.itch.io/pico-8,"Windows, Linux, macOS",16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Hammer Bomb,Crescent Moon Games,Old school arcade dungeon crawler,https://marumari.itch.io/hammer-bomb,Android,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
They Bleed Pixels,Spooky Squid Games Inc.,They Bleed Pixels is a fiendishly difficult platforming slash'em up inspired by weird fiction and gothic horror.,https://spookysquid.itch.io/they-bleed-pixels,"Windows, Linux, macOS",16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Desert Mothers,Aaron Oldenburg,An autonomous entity that communicates through weather and time,https://aaronoldenburg.itch.io/desert-mothers,"Windows, Linux, macOS, Android",16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Bomsy,SUPERMEGAQUEST,"Bomsy is a fast, aim-based, multiplayer arena brawler with destructible maps.",https://supermegaquest.itch.io/bomsy,"Windows, Linux, macOS",16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
PIXEL ART PLATFORM/METROIDVANIA ASSET PACK,o_lobster,Asset Pack with tiles and animated sprites,https://o-lobster.itch.io/platformmetroidvania-pixel-art-asset-pack,,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Super Skull Smash GO! 2 Turbo,Poppy Works,The Kingdom of Bones needs you!,https://poppyworks.itch.io/sssg2t,"Windows, macOS",16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Emberlight,Quarter Onion Games,A true roguelite dungeon crawler set in a world where the Gods have given you a great gift - and a great curse.,https://quarteronion.itch.io/emberlight,Windows,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Toto Temple Deluxe,Juicy Beast,A frenzied multiplayer party game about colorful characters battling for an egg-laying goat!,https://juicybeast.itch.io/toto-temple-deluxe,Windows,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
Shattered,It's Never Dark Enough,A Grimdark RPG,https://inde.itch.io/shattered,,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
Belong,Click,Happiness is knowing where you belong.,https://aflutter.itch.io/belong,"Windows, Linux, macOS",17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
forma.8,MixedBagGames,Explore a remote alien planet with a unique visual style.,https://mixedbaggames.itch.io/forma8,"Windows, macOS",17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
J.U.L.I.A.: Among the Stars,CBESoftware,an innovative narrative driven sci-fi adventure game.,https://cbesoftware.itch.io/julia-among-the-stars,Windows,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
NiNi,Harmonie Games,A game where you should neither say Yes nor No!,https://harmonie-games.itch.io/nini,Windows,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
The Curse of Trasmoz,VolcanoBytes,Zx Spectrum arcade platformer,https://volcanobytes.itch.io/the-curse-of-trasmoz,,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
Utopias: Navigating Without Coordinates,AAA,"A utopian planetary system of nine worlds, a collective hallucination woven by AAA",https://aaa.itch.io/utopias,Windows,18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
Hotel Paradise,KaiClavier,Come and stay awhile!,https://kaiclavier.itch.io/hotel-paradise,"Windows, macOS",18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
Wild Woods,WildWoods,"Go on an expedition, cooperate with up to four friends and fight your way through the woods",https://wildwoods.itch.io/wildwoods,"Windows, Linux, macOS",18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
[Music Assets]  Three Red Hearts - Prepare to Dev Edition,Tallbeard Studios,24 seamless Chiptune loops to be used in all genres of games,https://tallbeard.itch.io/three-red-hearts-prepare-to-dev,"Windows, Linux, macOS, Android",18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
The Supper,Octavi Navarro,A bite-sized game by Octavi Navarro.,https://pixelshuh.itch.io/the-supper,Windows,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
EVADER,zerofiftyone,Graceful twin-stick arcade action with no bullets.,https://zerofiftyone.itch.io/evader,Windows,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
Ellipses RPG,Xalavier Nelson Jr.,#EllipsesRPG makes tabletop role-playing more accessible than ever--get playing within 15 minutes!,https://xalaviermakeswords.itch.io/ellipses-rpg-tabletop-role-playing-system,,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
Lonely Wolf Treat,Nami,the story of a wolf who moves in to a town full of rabbits,https://nomnomnami.itch.io/lonely-wolf-treat,Windows,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
i'm sorry did you say street magic,Caro Asercion,we breathe life into this city together,https://seaexcursion.itch.io/street-magic,,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
My Friends And I Were Granted Three Wishes By A Cat Goddess And I Swear I Got Distracted When My Turn Came Around,Alex Zandra,"An illustrated light novel about cats, wishes, catgirls, and gender feels",https://zandravandra.itch.io/catwishes,,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
I Signed Up To Be The Substitute Familiar Of A Struggling Witch To Pay My Bills And I'm Just Now Realizing...,Alex Zandra,"An illustrated light novel about magic, witches, familiars, and gender feels",https://zandravandra.itch.io/substitutefamiliar,,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
Bomb Dolls,girl software,endless 3-player road trip,https://girlsoftware.itch.io/bombdolls,"Windows, macOS",20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
Cinco Paus,smestorp,,https://smestorp.itch.io/cinco-paus,"Windows, macOS",20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
Songbirds - Core Rulebook,Batts,"A strange ttrpg for those who like FLCL, Steven Universe, and Adventure TIme.",https://johnbattle.itch.io/songbird,,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
Japanese City Game Assets,GuttyKreum,118 static tiles (32x32 in size) + 8 animations for use in your game!,https://guttykreum.itch.io/japanese-town,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
VIRTUA BLINDS,daffodil,"Keep light out, let light in",https://daffodil.itch.io/virtua-blinds,"Windows, Linux, macOS",21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Celestial Hacker Girl Jessica,girl software,"marble girl hacks computers, eats cake",https://girlsoftware.itch.io/jessica,"Windows, macOS",21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Sun Dogs,Royal Polygon,a transhumanist adventure,https://royalpolygon.itch.io/sundogs,"Windows, macOS",21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Catch The Devil,Sage LaTorra,A Tabletop Game Of Fear In The Late Anthropocene,https://sagelt.itch.io/catch-the-devil,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Gentleman Bandit,allison arth,A dark Western poetry RPG for 1+,https://allisonarth.itch.io/gentleman-bandit,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
The Three-Body Problem,RoAnna Sylver,Queer Celestial Witches Navigate Scary Woods And Each Other,https://roannasylver.itch.io/the-three-body-problem,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
String Tyrant,Starlight Studios,A survival horror where your pursuers are pretty and plastic.,https://starlight-studios.itch.io/stringtyrant,"Windows, Linux, macOS",21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Eye of Ra,Bearcabin,Atmospheric space station simulation,https://bearcabin.itch.io/eye-of-ra,"Windows, Linux, macOS",21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Animal Lover,Trainwreck Studios,"Five boys, five animals, more trouble than they're worth.",https://trainwreckstudios.itch.io/animal-lover,"Windows, macOS",22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
For the Dungeon!,Jordan Palmer,"Play the minions, not the heroes. An improv comedy RPG about the misfortunes of a career in dungeon security.",https://tabletop.itch.io/for-the-dungeon,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Dialogue: A Writer's Story,Tea-Powered Games,"Follow the conversations of Lucille, a writer, during a year of her life.",https://teapoweredgames.itch.io/dialogue,"Windows, macOS",22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
PIXEL FANTASY RPG ICONS,Caz,"87 different icons for fantasy RPGs, which come in three different sizes: 32x32, 24x24 and 16x16!",https://cazwolf.itch.io/caz-pixel-1,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
MicroHorrorArcade Trilogy I - Andy's Story,MicroHorrorArcade,Three goofy horror games about a guy named Andy,https://microhorrorarcade.itch.io/microhorrorarcade-trilogy-i,Windows,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Fusion,RandomTuesday,"A Table Top RPG of feelings, friendship, and space rocks.",https://randomtuesday.itch.io/fusion,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Forever Lost: Episode 1,Glitch Games,Awaken in a mind you don’t know to a world you can’t remember.,https://glitchgames.itch.io/forever-lost-episode-1,"Windows, macOS",22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Dis Pontibus,Marcos Donnantuoni,"A minimalist, yet deep, procedurally generated puzzle game.",https://marcosd.itch.io/dispontibus,"Windows, Linux, macOS",22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Yokai Hunters Society,Chema (Punkpadour),A rules-light pen & paper RPG  about monster hunters in Meiji Japan.,https://punkpadour.itch.io/yokai-hunter,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
FIST,B. EVERETT DUTTON,a paranormal military roleplaying game,https://frogappreciator.itch.io/fist,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
The Goose of Grillner Grove,Jenn Martin,"A tabletop RPG about a goose, and the townsfolk it terrorizes.",https://jennmartin.itch.io/goose-of-grillner-grove,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Sundown,L A Wilga,Cyberpunk goes Wild West in this transhumanist science fantasy frontier.,https://l-a-wilga.itch.io/sundown,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Humble Fonts - Gold,somepx,a collection of pixel fonts,https://somepx.itch.io/humble-fonts-gold,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Stage Fright,Brian Kang,Rhythm horror game exploring anxiety on stage,https://broangames.itch.io/stage-fright,"Windows, macOS",23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Into the Flames,Adam Dixon,"A storygame about haunted journeys, designed to be played in front of a fire.",https://adtidi.itch.io/into-the-flames,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Panmorphia,lkmad,Discover the beautiful world of Panmorphia. A point & click adventure by LKMAD.,https://lkmad.itch.io/panmorphia,"Windows, Linux, macOS",23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Tiny God: A Tiny Game of Two-Minute Mindfulness,zwgarth,"A mini solo-LARP about talking through your anxieties, frustrations, and joys with a tiny god who's always by your side.",https://zwgarth.itch.io/tiny-god,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Books & Bone,Victoria Corva,A Librarians-and-Necromancy Fantasy Novel,https://vicorva.itch.io/books-bone-victoria-corva,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Explobers,John D. Moore/Whatnot Studios,Lemmings-inspired blast-and-build puzzle platforming!,https://jdmgames.itch.io/explobers,Windows,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Possession,Weirdfellows,A turn-based traditional roguelike where you play as a ghost who can possess other creatures in the dungeon.,https://weirdfellows.itch.io/possession,"Windows, Linux, macOS",24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
52 Fates,Dice Pencil & Paper,"A dangerous, unique fantasy RPG that uses a regular 52-card deck for its mechanics!",https://dicepencilpaper.itch.io/52-fates,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Pichon!,Noid.EXE,Help Pichón bounce from platform to platform to get the gems and escape from the caves,https://crimsonghostgames.itch.io/pichonfull,"Windows, Linux",24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Brendan Keogh's Putting Challenge,Brendan Keogh,Golf with the boring bits left in,https://brkeogh.itch.io/brendan-keoghs-putting-challenge,"Windows, Linux, macOS",25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
By Your Side,Takafumi,Live a daily life of love!,https://takafumi.itch.io/by-your-side,"Windows, Linux, macOS, Android",25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
Golden Treasure: The Great Green,Dreaming Door,"A game about the dragon within us all. Become Draak, and rejoice.",https://dreaming-door.itch.io/gt1,"Windows, Linux, macOS",25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
Construct 2/3 Pseudo 3D (with playable example),Talbone,A pseudo 3D system made in construct 2 and 3 with no plugins,https://italbone.itch.io/c2-c3-pseudo3d,,25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
RogueCraft Squadron,josefnpat,A Real-Time Strategy space adventure with Rougelike elements,https://josefnpat.itch.io/roguecraft-squadron,"Windows, Linux, macOS",25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
VULTURES,Batts,Simple sci-fi bounty hunter ttrpg!,https://johnbattle.itch.io/vultures,,25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
Orichalcum,justinquirit,A tabletop roleplaying map game for 1-5 players about drowning empires and imagining utopias.,https://justinquirit.itch.io/orichalcum,,25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
Micron,Apparition Games,A fusion of puzzle and rhythm gameplay.,https://apparitiongames.itch.io/micron,"Windows, Linux, macOS, Android",25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
12 orbits,Roman Uhlig,"12 players, one keyboard / smartphone / gamepad / touchscreen / makey makey...",https://nothing-to-be-scared-of.itch.io/12-orbits,"Windows, Linux, macOS, Android",25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
Kalling Kingdom,Elega Corporation,A city building & decision simulation game,https://elegacorp.itch.io/kallingkingdom,Windows,26,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=26
These Cards Have Hearts,Rosie 🌹,a PbtA game about cards and friendship,https://t0urmaline.itch.io/cards,,26,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=26
Crossing the Seven Stars,Soup,A 2-player game about useless lesbians mutually pining for each other across lifetimes,https://literalsoup.itch.io/crossing-the-seven-stars,,26,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=26
Chasing the Ace,zwgarth,A card-prompt storytelling game about mecha pilots caught in the shadow of their legendary squadron leader.,https://zwgarth.itch.io/chasing-the-ace,,26,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=26
ViCam,solocolon,Video Chat Simulator,https://solocolon.itch.io/vicam,"Windows, Linux",26,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=26
The Alabaster Donut Farm,AfterglowGames,Home on the Range...,https://afterglowgames.itch.io/the-alabaster-donut-farm,"Windows, macOS",26,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=26
probability 0,droqen,circa 2009. a procedurally generated arcade ecosystem. enemies eat each other. a skill tree.,https://droqen.itch.io/p0,"Windows, Linux, macOS",26,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=26
Beneath the Canals,Michael T Lombardi,"Beneath the spires and stones, the canals and isles, the Catacombs breathe...",https://michaeltlombardi.itch.io/beneath-the-canals,,27,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=27
Cell Tune,Niklas Riewald,A life simulation game where you design creatures on a microscopic level and let them fight against other organism,https://niklas-riewald.itch.io/cell-tune,"Windows, Linux",27,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=27
In the Light of a Setting Sun: Saddlebag Edition,Sivad's Sanctum,Rules for Western Campaigns and Gunfights,https://sivads-sanctum.itch.io/in-the-light-of-a-setting-sun-saddlebag-edition,,27,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=27
This Party Sucks,beatingthebinary,"This Party Sucks is a game about being a queer, trans twentysomething who is (badly) processing a recent breakup.",https://beatingthebinary.itch.io/this-party-sucks,,27,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=27
Bold Blade,Ultra Runaway Games,the bitesize pixel art action RPG where your sword keeps getting bigger!,https://ultrarunaway.itch.io/bold-blade,Windows,27,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=27
Zak,Scott Slucher,"They say they're protecting us, but from what?",https://skslucher.itch.io/zak,"Windows, Linux, macOS",27,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=27
An Airport Game,Konig Games,You've got one hour to make your flight and you're about to hit every conceivable airport related obstacle imaginable!,https://akonig513.itch.io/an-airport-game,"Windows, macOS",27,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=27
[HTC Vive] VR Drum Studio,Shorkie,,https://shorkie.itch.io/vr-drum-studio,Windows,27,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=27
Manna for our Malices,enkiv2,"After dying unexpectedly, Akagi Ai becomes unstuck in time in a town full of secrets.",https://enkiv2.itch.io/manna-for-our-malices,"Windows, Linux, macOS",28,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=28
Geese At The Beach: Creatures Tasked With Collecting Things For The Feathery Overlord,Justin Joyce,The Goose King has awoken and he needs his best Geese to find Shinies.,https://hypercamera3.itch.io/geese-at-the-beach,,28,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=28
Gunbuds,Scott LaGrasta,,https://slagrasta.itch.io/gunbuds,Windows,29,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=29
Dear Mariko,Coren Baili,A girl comes home to find a letter.,https://coren.itch.io/dear-mariko,Windows,29,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=29
Meeting in the Flesh,inkEthic (inktrashing + cacoethic),"A small, cozy horror-themed dating sim",https://inkethic.itch.io/meetingintheflesh,"Windows, macOS",31,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=31
That Which Binds Us,Crystal Game Works,What if you could make someone forget all about you?,https://crystalgameworks.itch.io/that-which-binds-us,"Windows, Linux, macOS, Android",32,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=32
The Deer God,Crescent Moon Games,A beautiful 3d pixel art game about reincarnation and karma.,https://marumari.itch.io/the-deer-god,Windows,35,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=35
Don't Move,stvr,"Ninjas, failure, and player investment manipulation.",https://stvr.itch.io/dont-move,"Windows, Linux, macOS, Android",35,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=35
Mass Warfare,josefnpat,,https://josefnpat.itch.io/mass-warfare,"Windows, Linux, macOS",35,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=35
The Curse of the House of Rookwood,Nerdy Pup Games,Play a cursed family with skeletons in their closets and dark magic in their veins.  Blood will out!,https://nerdypupgames.itch.io/rookwoodrpg,,36,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=36
Mythtaken,ApeStar,A storytelling table game,https://apestar.itch.io/mythtaken,,36,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=36
Xander the Monster Morpher: Universe Breaker,Karatkuro,Catch Monsters and fuse them together in Bullet-Hell combat!,https://karatkuro.itch.io/xander-the-monster-morpher-universe-breaker,Windows,36,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=36
Haunted Memories,deathbymage,"A game  of crumbling secrets, childhood memories, and hauntings",https://deathbymage.itch.io/haunted-memories,,36,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=36
Dreaming the Devil,dymphna,Someone must be to blame.,https://dymphna.itch.io/dreaming-the-devil,,36,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=36
find(Humanity),Arty,Explore the notion of free will as an automaton without it.,https://artificergames.itch.io/find-humanity,,36,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=36
The Dastardly Dairy Debacle,Whim Independent Studios,A short 2D role-playing adventure for your mobile/touch screen device!,https://whimindie.itch.io/dastardlydairydebacle,Android,36,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=36
EXTRACAUSAL,ostrichmonkey,A Role-Playing Game of Emergent Mystery and Darkness,https://ostrichmonkey.itch.io/extracausal,,36,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=36
Tutorial: Versatile InDesign Book Covers,Adam Jury,A quick-and-dirty InDesign tutorial to make a flexible book covers — easily exportable to many formats!,https://adamjury.itch.io/tutorial-versatile-indesign-book-covers,,36,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=36
Penicillin Issue #2,Micah Anderson,"The follow up to the acclaimed first issue of Penicillin, a new Eclectic RPG Zine.",https://micah-anderson.itch.io/penicillin-issue-2,,36,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=36
Extradimensional Friends,Axes&Orcs,the stars are alive with the sound of music.,https://axesorcs.itch.io/extradimensional-friends,,36,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=36
Ætherjack’s Almanac Number 2 Cabbits & Combat,Axes&Orcs,An illegal lagomorphic warship background,https://axesorcs.itch.io/aetherjacks-almanac-number-2,,36,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=36
IN PURSUIT,quinnntastic,"a poem in motion; its own kind of ""game""",https://quinnntastic.itch.io/in-pursuit,,36,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=36
Immanence,slamazotz,A micro-rpg about life on a ship carrying tens of thousands of people to a new home.,https://slamazotz.itch.io/immanence,,36,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=36
The City is as Stars,Fen Slattery,a two-page thoughtgame for one player,https://sublimemarch.itch.io/the-city-is-as-stars,,36,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=36
Pyramidal Break™,Dinamic Creates™,Push your opponent out of the platform by mashing the buttons on this multiplayer ancient civilization sumo action!,https://dinamiccreates.itch.io/pyramidal-break,Windows,36,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=36
Seco Creek Vigilance Committee,Keith Stetson,"An old West TTRPG about justice, law, and revenge.",https://kstetson.itch.io/seco-creek-vigilance-committee,,36,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=36
